"id","title","descriptionHtml","url","imageUrl","images","price","compareAtPrice","currencyCode","currencySymbol","inventory"
"538","Tape in Hair Extension Bundle | Pro Pliers & Scissors ","Grab some quality hair tools from Foxy Locks and save money while doing so with this bundle

Includes: Curved Pliers & Scissors

Colour: Black & Gold

Weight Combined: 250g

Grip: Ergonomic

Salon Professional styling Scissors & Curved Pliers

Easy to hold and comfortable to use products

Stylish alternative to traditional boring tools

Multiple uses for hairdressing

Comes with stylish, branded individual carry cases

Save &pound;10 compared to buying individually

Want all three tools, then click here for the Salon Professional Bundle

Our Salon Professional Bundle of Scissors and Pro Pliers are comfy, well-designed hairdressing tools, made for trimming hair and using tape in hair extension amongst many other uses, they are perfect to use with our LiteTape Tape-in hair extensions to perfect the finish you want. Comfy and stylish and each item comes with a handy, branded carry case.

Please note that due to hygiene reasons, Scissors are non-refundable once used","https://foxylocks.com/tape-in-hair-extension-bundle-pro-pliers-scissors/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/538/images/2978/IMG_1644-Photoroom__15427.1733823899.386.513.png?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/538/images/2979/IMG_1642-Photoroom__11467.1733823899.386.513.png?c=1","40.00","40.00","GBP","£","822"
"539","Hollywood Blonde LiteTape® Hair Extensions | Tape In","Colour: Hollywood Blonde

Shade Guide: Warm

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre taped extension pieces

Hollywood Blonde Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/hollywood-blonde-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/539/images/435/1659534071-72833300__24880.1782310865.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/539/images/4464/chloeadair1_7__11319.1786027866.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/539/images/4498/chloeadair1_52__28635.1786027866.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/539/images/434/1666103365-64676100__56760.1785849935.386.513.jpg?c=1","174.00","174.00","GBP","£","41"
"540","Chocolate LiteTape® Hair Extensions | Tape In","Colour: Chocolate

Shade Guide: Warm

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Chocolate Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/chocolate-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/540/images/433/1659538250-81460400__48384.1782310767.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/540/images/4459/chloeadair1_15__55583.1786027849.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/540/images/4497/chloeadair1_56__36874.1786027849.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/540/images/432/1666105316-69672800__56240.1785849803.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/540/images/660/foxy-locks-chocolate-litetape-hair-extensions-tape-in-p965-4595_image__81348.1785849803.386.513.jpg?c=1","174.00","174.00","GBP","£","141"
"541","Jet Black LiteTape® Hair Extensions | Tape In","Colour: Jet Black

Shade Guide: Neutral

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Jet Black Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/jet-black-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/541/images/431/1659534505-61392800__13131.1782310824.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/541/images/4461/chloeadair1_12__19937.1786028024.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/541/images/4503/chloeadair1_23__57928.1786028024.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/541/images/659/foxy-locks-jet-black-litetape-hair-extensions-tape-in-p955-4590_medium__27857.1785849860.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/541/images/430/1666103659-57007700__41329.1786028024.386.513.jpg?c=1","174.00","174.00","GBP","£","80"
"542","Mahogany LiteTape® Hair Extensions | Tape In","Colour: Mahogany

Shade Guide: Warm

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Mahogany Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/mahogany-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/542/images/429/1659538544-42862400__45759.1782310896.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/542/images/4463/chloeadair1_11__44912.1785849911.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/542/images/428/1666105483-22935700__20800.1785849911.386.513.jpg?c=1","174.00","174.00","GBP","£","65"
"543","Iced Latte LiteTape® Hair Extensions | Tape In","Colour: Iced Latte

Shade Guide: Cool

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Iced Latte Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/iced-latte-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/543/images/4364/ChatGPT_Image_Jul_28_2026_02_24_16_PM_1__29534.1785415737.386.513.png?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/543/images/427/1659535356-08983200__40953.1785415737.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/543/images/4453/chloeadair1_8__69472.1786027798.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/543/images/4496/chloeadair1_54__62039.1786027798.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/543/images/426/1666104120-48258600__69165.1785415737.386.513.jpg?c=1","174.00","174.00","GBP","£","232"
"544","Cinnamon Ginger LiteTape® Hair Extensions | Tape In","Colour: Cinnamon Ginger

Shade Guide: Warm

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre taped extension pieces

Cinnamon Ginger Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/cinnamon-ginger-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/544/images/425/1659538874-00506100__68408.1782310647.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/544/images/4448/chloeadair1_10__82663.1786027773.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/544/images/4495/Photo_24-10-2022_4_20_25_pm_1__51038.1786028738.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/544/images/4510/chloeadair1_62__07262.1786028738.386.513.png?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/544/images/658/foxy-locks-cinnamon-ginger-litetape-hair-extensions-tape-in-p967-4605_medium__23337.1785849459.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/544/images/424/1666105601-88063700__98990.1786028738.386.513.jpg?c=1","174.00","174.00","GBP","£","137"
"545","Sandy Blonde LiteTape® Hair Extensions | Tape In","Colour: Sandy Blonde

Shade Guide: Warm

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Sandy Blonde Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/sandy-blonde-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/545/images/4528/ChatGPT_Image_Aug_10_2026_10_55_05_AM__58283.1786355851.386.513.png?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/545/images/423/1659535728-55830400__93033.1786355851.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/545/images/4462/chloeadair1_5__01918.1786027746.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/545/images/4494/chloeadair1_53__76414.1786355851.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/545/images/422/1666104258-31301900__07827.1786355851.386.513.jpg?c=1","174.00","174.00","GBP","£","60"
"548","Chestnut LiteTape® Hair Extensions | Tape In","Colour: Chestnut

Shade Guide: Warm

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Chestnut Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/chestnut-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/548/images/4523/IMG_7440__25698.1786110078.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/548/images/417/1659605061-42356100__62893.1786110078.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/548/images/4465/chloeadair1_17__26196.1786027723.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/548/images/416/1659605064-49934400__44390.1785849954.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/548/images/4493/chloeadair1_55__79238.1786110078.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/548/images/415/1666105983-65375700__96410.1786027723.386.513.jpg?c=1","174.00","174.00","GBP","£","47"
"549","Latte Blonde LiteTape® Hair Extensions | Tape In","Colour: Latte Blonde

Shade Guide: Warm

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Latte Blonde Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/latte-blonde-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/549/images/414/1659536179-56676400__60577.1782310812.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/549/images/655/foxy-locks-latte-blonde-litetape-hair-extensions-tape-in-p959-4601_image__92022.1786028640.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/549/images/4460/chloeadair1__11465.1786027698.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/549/images/4508/chloeadair1_63__09873.1786028640.386.513.png?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/549/images/413/1666103989-21076100__75783.1786028640.386.513.jpg?c=1","174.00","174.00","GBP","£","221"
"550","Sunkissed LiteTape® Hair Extensions | Tape In","Colour: Sunkissed

Shade Guide: Cool

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Sunkissed Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/sunkissed-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/550/images/4314/ChatGPT_Image_Jun_12_2026_04_41_52_PM__20506.1782310707.386.513.png?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/550/images/4449/chloeadair1_2__31527.1786027608.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/550/images/4492/Photo_24-04-2026_15_21_59__43745.1786028590.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/550/images/4506/chloeadair1_64__16095.1786028590.386.513.png?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/550/images/411/1666106126-38000800__47441.1785849527.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/550/images/412/1659605770-79762500__49424.1781279152.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/550/images/654/foxy-locks-sunkissed-litetape-hair-extensions-tape-in-p970-4596_image__48937.1785849527.386.513.jpg?c=1","174.00","174.00","GBP","£","126"
"551","Cappuccino LiteTape® Hair Extensions | Tape In","Colour: Cappuccino

Shade Guide: Cool

Weight: 50g pack

Type: Remy Human Hair Tape in extensions

Includes: 20 pre-taped extension pieces

Cappuccino Tape In Hair Extensions

Litetape® - Lightweight & Flat Application

Ultra Thick From Top To End

Highest Quality Remy Human Hair

Known to be the best luxury clip in hair extension manufacturers worldwide, Foxy Locks have now released their signature tape in hair extensions. Designed to be applied by your chosen certified and accredited salon professional, these high-quality extensions can last approximately 1 year* and must be removed and reapplied every 6-8 weeks. Made from the finest quality Remy human hair, they will withstand the usual washing, brushing and styling one would normally put their hair through.
At Foxy Locks, we pride ourselves in offering thick extensions from top to end; our goal is to eradicate that thin, ratty extension look forever. You won't be disappointed.

Each 50g set contains the most beautiful silky soft Remy human hair that has been hand placed onto a discreet matte finish silicone band, minimising the bulkiness of other tape-in systems.
Each 50g set contains 20 pre-taped extension pieces. The silicone band on our tapes has been designed so that you can cut them into smaller 'mini tapes' if required (these are ideal for around the side sections of your hair, or for finer hair)

Using our salon professional tape in extensions is a great way to add volume, length and colour dimension to your natural hair. Our range comes in all our colours/shades from 14 inches (35cms) all the way up to 26 inches (66cms) in length, giving you the ultimate control over your look and style. The Foxy Locks tape in method of extending your natural hair is the best way to achieve an effortless beauty that works seamlessly with your own gorgeous locks.

Recommended order amount*

*We recommend a consultation with your hair extension specialist to determine the exact amount of hair needed as it is very individual to each customer and their goals.

For Fine Hair:
1-2 sets

For Medium Hair:
3-4 sets

For Thick Hair:
4+ sets","https://foxylocks.com/cappuccino-litetape-hair-extensions-tape-in/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/551/images/410/1659536435-14378900__18535.1782310695.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/551/images/4452/chloeadair1_4__96379.1786027584.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/551/images/4491/Superior_22_Cappuccino_-_Stylist_jessicajermynhair_2__34284.1786027585.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/551/images/653/foxy-locks-cappuccino-litetape-hair-extensions-tape-in-p960-4604_medium__31277.1785849658.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/551/images/409/1666104558-21433400__32938.1786027585.386.513.jpg?c=1","174.00","174.00","GBP","£","140"
